url,domain_in_brand,brand_in_subdomain,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,status
http://www.williampermuysalon.com/wp-admin/network/Goooo/Gdriveeee/googledrive/,0,0,1,0,0,1358,2295,phishing
https://www.npmjs.com/node-red,0,0,1,0,0,3162,3777,legitimate
http://189.36.52.206/#!/login,0,0,1,0,1,0,-1,phishing
https://uns.ac.id/id/,0,0,1,1,0,68,7951,legitimate
https://www.slideshare.net/kshitiz_goel/open-source-revenue-model,0,0,1,1,0,984,5224,legitimate
https://en.wikipedia.org/wiki/Batting_average,1,0,0,1,0,904,7131,legitimate
http://www.surfacespa.com/au/,0,0,1,0,0,73,3593,phishing
http://www.mgn.ru/,0,0,1,1,0,341,8067,legitimate
https://www.w3schools.com/jsreF/jsref_obj_date.asp,0,0,1,0,0,1703,7427,legitimate
https://www.gamespot.com/genre/adventure/pc/,0,0,0,1,0,173,8957,legitimate
https://www.w3schools.com/hTml/html_links.asp,0,0,1,0,0,1703,7427,legitimate
https://www.skecherstanio.pl/,0,0,1,0,0,49,317,phishing
https://www.computerhope.com/asoftwar.htm,0,0,1,1,0,3479,8048,legitimate
http://trbetasusgiiris2.blogspot.com,1,0,1,0,0,374,7295,phishing
http://www.takesaspark.com/wp-active/minx/png/secure/filewords/,0,0,1,0,0,111,255,phishing
http://golosavk.vipshop.ru,0,0,1,0,0,252,7446,phishing
http://kodi.wiki/view/Basic_controls,0,0,0,0,0,310,2247,legitimate
http://starpolitics.politicallimit.com/,0,0,1,0,0,149,-1,phishing
https://www.secureupdate.appleld.com.duilawyeryork.com/ap/468a8285fe41d75/?cmd=_update&dispatch=468a8285fe41d7559&locale=_US,0,0,1,1,0,25,3993,phishing
https://www.missfiga.com/,0,0,0,0,0,880,2041,legitimate
https://blog.demandmetric.com/2008/08/06/target-market-selection-segmentation-and-positioning,0,0,1,0,0,361,5118,legitimate
https://login.microsoftonline.com/aa687de1-52b4-4b91-9b35-794eba4fd892/oauth2/authorize?client_id=00000003-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code%20id_token&resource=00000003-0000-0ff1-ce00-000000000000&scope=openid&nonce=F8E39448E7F455909658C6541B1D4188B5AF5FF41A82B0C7-76F2FDDAB526860B987CC05525FB5D9EF62A21217264DAAAEC8765DBF0C7B204&redirect_uri=https:%2F%2Fossm-my.sharepoint.com%2F_forms%2Fdefault.aspx&wsucxt=1&cobrandid=11bd8083-87e0-41b5-bb78-0bc43c8a8e8a&client-request-id=be6a829e-c01e-6000-e679-24fcba0302ac,1,0,1,1,0,349,6591,legitimate
http://fiaya.webout.life/,0,0,1,0,1,0,104,phishing
http://www.nobleflash.com/,0,0,1,0,0,85,5029,legitimate
https://www.onlinepianist.com/sheet-music,0,0,0,0,0,387,3996,legitimate
http://www.makeuseof.com/tag/6-free-websites-public-domain-images-free-stock-photos/,0,0,1,0,0,342,5136,legitimate
http://kbagro.co.th/,0,0,1,0,1,0,2208,phishing
http://gurpreeth.blogspot.com/,1,0,1,0,0,371,7298,legitimate
http://prekese.dadeschools.net/-docs/ForTeachers/TeacherHandbook/esy/ESY%20Self-Help%20List.pdf,0,0,1,1,0,2430,7431,legitimate
http://lonestarsanitation.com/wp-includes/SimplePie/Cache/zamalik/dafa/myaccount/update_billing/,0,0,1,0,0,261,835,phishing
https://www.xhkzv.com/,0,0,1,1,0,301,1159,legitimate
http://bioatomic.tumblr.com,1,0,1,1,0,1050,5158,legitimate
http://mucins.weebly.com/13-protocols-and-standards.html,0,0,1,0,0,248,5230,legitimate
https://www.lallardelmusic.com/,0,0,1,1,0,422,5421,legitimate
https://feciusa-my.sharepoint.com/:b:/g/personal/bwhite_feci-usa_com/EXF4drujP9hFkaRikIbTyz8BenxKv2kqD_yHVRvLJoLBjQ?e=4%3auL4G4J&at=9,0,0,1,0,0,381,8019,phishing
http://www.larapedia.com/definition_and_meaning_of/portable_document_format_definition_and_meaning.html,0,0,1,0,0,200,3453,legitimate
https://ariya.io/2012/04/javascript-switch-case-deoptimization,0,0,0,0,0,164,-1,legitimate
http://eudocumnt18001sec389058yr20mn7.nn.r.appspot.com/,0,0,1,1,0,227,5616,phishing
http://marketinghelper.com.au/themes/sports/wp-content/net/d2ed45a52bc0edfa11c2064e9edee8bf/,0,0,1,1,0,0,-1,phishing
http://www.tutorialspoint.com/software_architecture_design/software_architecture_design_tutorial.pdf,0,0,1,1,0,70,5044,legitimate
http://palcalgary.ca/brochure/lam.html,0,0,1,0,0,1222,6083,phishing
http://78.143.96.35/wordpress/gam/index.php?bidderblocklogin=&amp;hc=1&amp;hm=,0,0,1,1,1,0,-1,phishing
http://harcomputer.com/http/match/,0,0,1,0,0,91,1369,phishing
https://andrewcasares.com/huy/oneddrive,0,0,1,0,0,81,-1,phishing
https://www.brookings.edu/blog/techtank/2015/07/02/cuba-slowly-expands-internet-access/,0,0,1,0,0,0,8721,legitimate
http://cr43245.tmweb.ru/system/logs/Validation/mail.htm?cmd=LOB=RBGLog,0,0,1,1,0,343,5136,phishing
http://www.definitions.net/definition/STANDARD%20ERROR,0,0,1,1,0,633,6672,legitimate
http://het-impp11.com/servi-mail-pro-webb111928270383jksddkjsdjks191171927282827383322/65161e73848c8bbbf7a4bc07e77a8454/sms.html,0,0,1,0,0,89,276,phishing
https://acda.org.br/56-00.6.40_24-0612-630_.hrendd46.000777-447.1.000_210-533-0245_.7hhr577743.98147644hg-6555.7.8000_5110-7/836gn77391v539-83628.63bnxds538_836stilous3e7_738shnx7-735.n537.php,0,0,1,1,0,198,-1,phishing
https://grid.ac/,0,0,0,1,0,372,1820,legitimate
http://pornseks.zyns.com/login.php,0,0,1,1,0,242,7062,phishing
http://steamproxy.net/app/324800,0,0,1,1,0,234,496,phishing
http://www.tulsarealgoodfood.org/,0,0,1,0,0,277,1549,legitimate
http://www.dictionary.com/browse/segmented,0,0,0,0,0,296,9202,legitimate
http://ping.eu/,0,0,0,0,0,0,-1,legitimate
http://inaceinox.pt/admin/calendar/security/Update/myaccount/signin/,0,0,0,0,0,0,-1,phishing
https://www.freshcouponsdaily.com/,0,0,1,1,0,61,1400,legitimate
http://www.get-piano-lessons.com/layout-piano-keys.html,0,0,1,1,0,227,4887,legitimate
https://www.sideways-media.com/,0,0,1,1,0,48,5065,legitimate
https://www.facebook.com/DiscFamily/,1,0,1,1,0,2806,8518,legitimate
http://www.techsupportalert.com/best-free-file-manager.htm,0,0,1,0,0,79,7226,legitimate
https://lavieshopping.pt/,0,0,1,1,1,0,-1,legitimate
http://www.dmega.co.kr/dmega/data/qna/sec/page.php?email=ZmFpdGhAc2VtYW50aWMuaW5mbw==,0,0,0,1,0,293,5186,phishing
https://vbf9iuherwiu.wl.r.appspot.com/linkedrecruiter.html,0,0,1,1,0,228,5616,phishing
http://www.railserve.com/Computers/swf/switchman_train_game.html,0,0,1,0,0,160,8604,legitimate
https://surb.madebyhaley.com/htn?tu=Z4NwlG1ocGKclX2mmHKTaIF_YKCDomZjbGKjY31y/amuehlem%40gmx.ch,0,0,1,0,0,231,134,phishing
http://www.shadetreetechnology.com/V4/validation/803dafdc4e8515898ed07f9c1b80901d,0,0,1,0,0,76,5767,phishing
http://my3.uk-verifyid.com,0,0,1,0,0,228,137,phishing
http://www.saghomedecor.com/wp-includes/js/us/regrodc/indexs.php,0,0,1,0,0,209,157,phishing
http://ixorboxclien.yolasite.com/,0,0,1,1,0,258,4489,phishing
http://avitishospital.com/admin/uploads/Ledirect.php,0,0,1,1,0,298,1528,phishing
"https://login.live.com.office.flagstarbancorp.myshn.net/gls.srf?urlID=MSNPrivacyStatement&mkt=EN-US&vv=1600&uaid=0bba6edf82de4d0488fd3d7255e54bf6',Ay:'',C9",0,0,1,0,0,677,2975,phishing
http://www.traffic.com/,0,0,1,1,0,58,9438,legitimate
http://mshsapbiology.weebly.com/uploads/1/1/6/4/11645333/walruses_whales_and_hippos_oh_my.pdf,0,0,1,1,0,246,5232,legitimate
https://thesorrowandthepit64.wordpress.com/,1,0,1,0,0,586,7448,legitimate
http://www.aluminioyvidriosjimmy.com/Gullywirebankwire/doc/file.index.htm,0,0,1,0,0,345,2941,phishing
https://www.barcoderobot.com/,0,0,0,0,0,599,4880,legitimate
http://facebook.id128-sync.com/login.php,0,0,1,1,0,289,75,phishing
https://www.maximaequisport.ru/,0,0,1,1,0,186,2006,legitimate
http://bgdirectory.net/js,0,0,1,0,0,265,3753,phishing
https://philosophyblognssr.wordpress.com/,1,0,1,0,0,585,7449,legitimate
https://www.toltyarnandwool.com/,0,0,1,1,0,263,2658,legitimate
http://bioenergiasilesia.pl/mail/sign-login-page/wp-index-mail-server.sent.approved/,0,0,1,1,0,46,3242,phishing
http://webehigh.org/nice-france/,0,0,1,1,0,23,2899,legitimate
http://servicenoticealert.tbrada.pw/ServicesUpgrade/myaccount/index.html,0,0,1,0,0,120,976,phishing
http://www.theironinnparlour.co.uk/includes/PayPal/app/index,0,0,1,1,0,43,3245,phishing
http://www.newsnow.co.uk/h/Science/Archaeology,0,0,0,0,0,1008,8488,legitimate
http://www.cablek.com/technical-reference/cat-5---5e--6--6a---7--standards,0,0,0,1,0,461,9035,legitimate
https://www.starobserver.org/,0,0,1,0,0,183,4930,legitimate
http://www.midyatmimaritas.com/wp-includes/images/media/document/3253/,0,0,1,1,0,318,778,phishing
https://redirectlyoseven.web.app/kl/wone.html?email=jtsoi@enevate.com,0,0,1,0,0,156,574,phishing
http://psychology.wikia.com/wiki/Cladistics,0,0,1,0,0,141,6069,legitimate
https://4ofd7s4rv-c1sok9q5a.vercel.app/,0,0,1,0,0,177,189,phishing
https://www.centre-presse.fr/,0,0,1,1,0,141,7365,legitimate
http://www.dd-wrt.com/wiki/index.php/WOL,0,0,0,0,0,198,5621,legitimate
http://jeticdesigns.asia/wp-includes/js/tinymce/plugins/hr/content/update/webmail.php,0,0,1,1,0,607,4505,phishing
http://webmail.securescs.com/,0,0,1,1,1,0,-1,phishing
https://303e7a2d-afff-43d6-9bc2-a1c9f810d0b1.htmlcomponentservice.com/get_draft?id=96c871_39d1eee16c26eff7fabe1ba646529cb6.html,0,0,1,0,0,157,1669,phishing
http://www.sonnettech.com/product/computercards/,0,0,1,1,0,110,9021,legitimate
http://www.mxcircuit.fr,0,0,1,0,0,176,5071,legitimate
https://www.urdupoint.com/,0,0,0,1,0,3202,7389,legitimate
https://www.netcologne.de/,0,0,0,0,0,0,-1,legitimate
http://yovcxm.com/chase/Chase/c744ccf70e111035c0759c086744aeb8,0,0,1,1,0,235,-1,phishing
https://www.secureupdate.appleld.com.duilawyeryork.com/ap/2580d5c4a79eb56?cmd=_update&dispatch=2580d5c4a79eb56ac&locale=_,0,0,1,0,0,14,4004,phishing
http://mail.royagainstms.nl/~u43730p39181/pki-validation,0,0,1,0,0,0,529,phishing
http://azreptile.com/ticket/inc/index.php,0,0,1,1,0,849,7552,phishing
https://www.apreltech.com/Free/Wake_on_lan_Packet_Sniffer,0,0,0,0,0,533,3850,legitimate
http://encyclopedia.kids.net.au/page/im/Impact_event,0,0,0,0,1,0,-1,legitimate
http://aspopontoglio.it/blog/profile/,0,0,1,0,0,196,6377,phishing
http://hepsibahisgirisimiz4.blogspot.com,1,0,1,0,0,374,7295,phishing
http://www.snuiret.com/amazon/mazon/amazon,0,0,1,1,0,361,-1,phishing
http://www.how-to-pray-the-rosary-everyday.com/,0,0,1,0,0,237,4146,legitimate
https://www.papermasters.com/freud-latency-stage.html,0,0,1,0,0,3591,8096,legitimate
https://www.careersinmusic.com/celebrity-bodyguard/,0,0,1,0,0,2370,7856,legitimate
http://echoesanddust.com/2014/05/lord-mantis-death-mask/,0,0,1,0,0,623,4489,legitimate
http://controllers360.000webhostapp.com/,0,0,1,1,0,644,1546,phishing
https://www.nationalcatday.com/,0,0,1,1,0,203,4546,legitimate
https://04040-dot-bles05.wn.r.appspot.com/?t=1&amp;e=frank.dicristina@allnex.com,0,0,1,0,0,231,5612,phishing
http://pudhari.news,0,0,1,1,1,0,1301,legitimate
http://www.bionity.com/en/encyclopedia/Digene.html,0,0,1,1,0,298,7371,legitimate
https://zoomic.io/wp-includes/neworder/bizmail.php?email=&amp;_rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1,0,0,1,0,0,58,-1,phishing
http://www.chqryurim.co.kr/asapro/photo/display/configfile/c/comcast.php,0,0,1,0,0,227,2695,phishing
http://www.apkhere.com/app/com.smartprojects.ramoptimization,0,0,0,0,0,519,2403,legitimate
https://www.programmasviluppo.com/wp-content/uploads/2019/10/safe-mode.htm,0,0,1,0,0,177,553,phishing
"https://en.wikibooks.org/wiki/Geometry/Points,_Lines,_Line_Segments_and_Rays",0,0,0,0,0,362,6212,legitimate
https://www.lowestoftauctionrooms.com/,0,0,1,0,0,260,6314,legitimate
https://trusting-lamport-4cdd7f.netlify.app/?realm=gQhOWhn2qyxmqTlMSJrz2COm1QFn0lKgc159jtbJ1J5rCrdvaF5dhTAjJfHJBrZNt5WMy8wzRC0u3e0eU5rcY2vIidrTErG8wCU5LqFD2G76U8kPeM1cOxU7Km0pNGxkjsq5T5IWLQ2GYnvc9xpY4k5PG5fuMNP6ffb9lT57J8NIvjVFQkDVEILlO0QANFH3VSchMiowrbeXv9Cmugh9Z2vN3loQ15TXY6eKoCgQOvNkFpGaFXjE0Os3aQTbWN8UTnFiZW9OsW87mOh2MBGMq9PA0JLWxURrixKhtT6VPf3c&color=bhakti.shah@beacontrust.com,0,0,1,0,0,291,804,phishing
http://valallos.labellemontagne.com/wp-content/daily_activity/2015-06-10_activite.html,0,0,0,1,0,869,6070,phishing
http://secureupdate.appleld.com.duilawyeryork.com/ap/9d5d507c6bb00cc?cmd=_update&dispatch=9d5d507c6bb00ccae&locale=_us,0,0,1,1,0,25,3992,phishing
http://www.joinngrubwa.itsaol.com/login.php,0,0,1,1,0,254,7050,phishing
https://vikatmillers.com/.well-known/acme-challenge/4194951919/,0,0,1,0,0,43,1784,phishing
http://www.indeed.com/cmp/Automation-Personnel-Services,0,0,0,0,0,248,8151,legitimate
http://cns-international2.com/ssss.htm,0,0,1,0,0,45,3608,phishing
https://congresolenguas.uicui.edu.mx/plugins/authentication/cookie/office2020/office,0,0,1,1,0,313,2974,phishing
http://124.156.218.50/ap/signin?key=a@b.c,0,0,1,1,1,0,-1,phishing
https://nabtrade.finance.janisoncloud.com/pages/nabtrade_homepage,0,0,1,0,0,933,2719,phishing
http://officialismsschwartze.net/,0,0,1,0,0,335,396,phishing
http://www.2345daohang.com/,0,0,1,1,0,451,3932,legitimate
https://zipansion.com/3lqqn,0,0,1,0,0,127,968,phishing
https://mauy.org/PH/docusign/DocuSign/u.php?l=DHl-dTracking_=_JeHFUq_VJOXK0QWHtoGYDw=_JeHFUq_VJOXK0QWHtoGYDw=_JeHFUq_VJOXK0QWHto=,0,0,1,0,0,213,-2,phishing
http://paypalsupportg.webcindario.com/PAYPAL.html,0,0,1,0,0,952,7083,phishing
https://sites.google.com/site/unblockccxx/,1,0,0,0,0,2974,8348,phishing
http://dictionary.sensagent.com/OSI%20model/en-en/,0,0,1,0,0,3473,7119,legitimate
http://www.wikihow.com/Use-a-Computer-Mouse,0,0,0,0,0,1418,5886,legitimate
https://esadar.com/crypt/fmtp/index.php?email=david@tecnoconverting.com,0,0,1,0,0,1359,2294,phishing
https://www.learnnext.com/user/signUpNew.htm,0,0,1,1,0,326,-1,legitimate
https://webdesignmarket.com.au/,0,0,1,1,1,0,-1,legitimate
https://www.cozyarray.com/,0,0,1,1,0,2918,3291,legitimate
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/e0a8f8c89259c0d?cmd=_update&dispatch=e0a8f8c89259c0d9b&locale=_US,0,0,1,0,0,14,4004,phishing
https://www.techwalla.com/articles/how-to-insert-a-line-segment-symbol-in-microsoft-word,0,0,0,1,0,267,1925,legitimate
http://halestelevision.co.uk/components/com_contact/cz/4f2ce4697b27ae19dcb701e5c4a09029/,0,0,1,1,0,812,3206,phishing
http://www.dictionarist.com/image+scanner,0,0,0,1,0,292,4822,legitimate
http://vieuxshack.com/download/adobe/0bbab0b2b60e16b83f96d7640907934e/login.php?cmd=login_submit&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;id=fa8b97a8d014ec5764083d5f3483fbebfa8b97a8d014ec5764083d5f3483fbeb&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;ses,0,0,1,0,0,584,7816,phishing
https://www.facebook.com/savers,1,0,0,0,0,2804,8520,legitimate
http://www.fibersystems.com/pdf/naval/M28876_Catalog_8.5x11-rev6.pdf,0,0,1,1,0,90,8674,legitimate
https://thecdm.ca/news/faculty-news/2013/10/15/what-is-digital-media,0,0,1,1,0,578,3075,legitimate
http://www.maprotec.de/plugins/login/LoginCPSession.html,0,0,0,0,0,0,-1,phishing
https://mywebarticle.com/$%25/,0,0,1,0,0,249,116,phishing
https://www.phorsa.com/,0,0,1,1,0,156,3496,legitimate
http://www.physiologyweb.com/lecture_notes/membrane_transport/secondary_active_transport.html,0,0,0,0,0,57,3596,legitimate
https://wh494528.ispot.cc/updateaddress.php,0,0,1,1,0,91,2101,phishing
http://rextraening.dk/wp-content/plugins/salem/enter/DHLa,0,0,1,0,0,70,2130,phishing
https://www.newcommunities.ie/,0,0,1,0,0,201,4913,legitimate
http://www.elegant-travel.de/,0,0,1,0,0,0,-1,legitimate
http://goldcompass.ru/web/search/Latency%20Stage%20Psychology,0,0,1,0,0,232,-2,legitimate
https://www.impotspublicservice.com/8f6c2005856507a5981b73c5594988a6/,0,0,1,0,0,214,152,phishing
http://eng.ohmyfiesta.com/2014/03/mickey-mouse-head-templates.html,0,0,1,1,0,268,2654,legitimate
http://test96316.test-account.com/adobee/adobefile/Investor/,0,0,1,0,0,302,6638,phishing
http://www.publishroom.com/,0,0,0,1,0,208,4174,legitimate
http://en.rfwiki.org/wiki/Voltaire_(musician),0,0,1,0,0,108,257,legitimate
http://www.refinery29.com/2016/03/104264/mickey-mouse-clubhouse-90s,0,0,1,1,0,3045,5720,legitimate
https://forum.sexabout.ru/styles/images/home/login.php,0,0,0,0,0,328,768,phishing
https://ift2y.csb.app/,0,0,1,0,0,290,806,phishing
http://www.limbonganmaju.com/management/administrative/document.php,0,0,1,0,0,336,3317,phishing
http://support-appleld.com.secureupdate.duilawyeryork.com/ap/78816aad8eccc21,0,0,1,1,0,25,3993,phishing
https://www.codeproject.com/articles/614028/WebControls/,0,0,0,0,0,841,7559,legitimate
http://dearcustmireservice.berdary.com/file/files/customer_center/customer-IDPP00C292/myaccount/signin/,0,0,1,0,0,256,1570,phishing
https://www.rocky-road.com/index2.html,0,0,1,0,0,1085,7681,legitimate
http://icloud.com-cc.live/,0,0,1,1,1,0,220,phishing
https://www.maxfurn.com/nl/,0,0,0,0,0,250,5958,legitimate
http://logln-office365-0nline.wm.r.appspot.com/linkedrecruiter.html,0,0,1,1,0,228,5616,phishing
http://www.tech-faq.com/active-directory.html,0,0,1,0,0,298,5910,legitimate
http://www.panynj.gov/path/,0,0,1,0,0,0,-1,legitimate
http://www.uniserwis.biz/js/ca/googledoc/wr/cd/,0,0,0,0,0,0,2573,phishing
https://www.marketingprofs.com/charts/2012/8560/email-open-and-click-rates-benchmarks-trends,0,0,0,0,0,135,7535,legitimate
http://www.4gon.co.uk/pdf_datasheet.php?products_id=6400,0,0,1,1,0,975,4503,legitimate
http://mailru.vipshop.ru,0,0,1,0,0,252,7446,phishing
http://www.spanishdict.com/translate/so%C3%B1ar,0,0,0,1,0,1045,7721,legitimate
http://cafecitoperez.ivanidzakovic.com/admin/aociufd/goodl.vci/e6edcebab88867a2f99a346ebaaf8179/view/login.php?cmd=login_submit&amp;id=f7d4a85c3588b5be032bea66d54f3a59f7d4a85c3588b5be032bea66d54f3a59&amp;session=f7d4a85c3588b5be032bea66d54f3a59f7d4a85c3588b5be032bea66d54f3a59,0,0,1,0,0,173,1653,phishing
http://178.33.67.12/,0,0,1,1,1,0,-1,phishing
http://vtennis.vn/uploads/3/2/2/en/mpp/Login/complete.php,0,0,1,0,1,0,-1,phishing
http://msmamath.weebly.com,0,0,1,0,0,246,5232,legitimate
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/23668618ba0c08f/?cmd=_update&dispatch=23668618ba0c08f0c&locale=_US,0,0,1,0,0,14,4003,phishing
https://www.learningandthebrain.com/,0,0,1,1,0,775,-1,legitimate
http://meuinformebb.tk/,0,0,1,0,1,0,-1,phishing
http://usedcopiersaustin.com/service/login/1/,0,0,1,0,0,335,3318,phishing
http://filmeleporno.xxx,0,0,1,1,0,195,1997,legitimate
https://www.zotero.org/portandstarboard,0,0,0,0,0,38,5075,legitimate
http://www.nokia.com/hu_hu/phones/nokia-3310,0,0,0,1,0,352,10605,legitimate
http://rbelectricidad.cl/ihrfall253090670157595&amp;cgi3-viewkontakt-253090670157595-007acctpagetype-253090670157595=02938-problema&amp;mail@swe-handel.de.html,0,0,1,1,0,540,-1,phishing
http://www.icterranuova.it/,0,0,1,1,0,1,6209,legitimate
http://promohinotruck.com/wp-content/plugins/indexx/en-tk/xcp.php?ema,0,0,1,0,0,146,220,phishing
http://centromusicalpaternense.es/wp-includes/css,0,0,1,0,1,0,-1,phishing
https://www.msi.com/comparison/vga,0,0,0,1,0,2624,10524,legitimate
https://www.kidscoloringpdf.com/wp-content/xxx/2020dhl_topscript/dhl_topscript/source/index.php,0,0,1,0,0,395,1797,phishing
https://www.hackerearth.com/practice/machine-learning/advanced-techniques/text-mining-feature-engineering-r/tutorial/,0,0,0,1,0,37,2884,legitimate
http://tugaskusmansa.blogspot.com/,1,0,1,0,0,373,7296,legitimate
https://snip.ly/www.netflix.com-signIn-account/?userid=UidAq0Y3,0,0,1,0,0,0,2344,phishing
http://anjoe.com/js/www.loginalibaba.com/alibaba/,0,0,1,0,0,873,7528,phishing
https://www.seatmaestro.com/airlines-seating-maps/latam-airlines/check-in/,0,0,0,0,0,332,5511,legitimate
http://www.macworld.co.uk/feature/iphone/best-iphone-7-headphone-adapters-3646344/,0,0,0,1,0,51,8759,legitimate
https://hnhkzevk.firebaseapp.com/,0,0,1,0,0,82,2840,phishing
https://www.santarms.com/w_hld/a1/it0/qrt_9n/1_*/0_/sr/cmd-login=012962f7ce4c0854415e6bd264535560/?reff=NWQxNWVhM2U5M2JhZjcwOWRmOTczY2FiMjI1ZjZiZWY=,0,0,1,0,0,577,883,phishing
https://investangier.com/res/login.php,0,0,1,0,0,314,5529,phishing
https://cartaoitau.sslblindado.com/2.0/promocao/descontao/card/home.php,0,0,1,0,0,117,4632,phishing
http://tunein.com/radio/NBC-Nightly-News-p107340/,0,0,0,1,0,280,8852,legitimate
http://encryptdrive.booogle.net/?state={ids:[1zsW2sDoRx1jgl1y1_XDtGIxXpkoMS27F],0,0,1,0,0,787,5056,phishing
http://wiki.secondlife.com/wiki/Second_Life_Railroad/SLRR_Switch,0,0,1,1,0,279,6661,legitimate
https://twitter.com/optionsxpress,1,0,1,0,0,179,7491,legitimate
http://psykologidialog.dk/wp-admin/up.php,0,0,1,0,0,160,2781,phishing
http://lekhankunja.com/wellsfargo/session/signin.php,0,0,1,1,0,310,785,phishing
https://kongrespdgi.com/asset/ajax/onlin/WellsEmail/WellsEmail/login.php?cmd=login_submit&amp;amp;id=8f02a56b310c43264922b3d51987893a8f02a56b310c43264922b3d51987893a&amp;amp;session=8f02a56b310c43264922b3d51987893a8f02a56b310c43264922b3d51987893a,0,0,1,0,0,125,241,phishing
https://hwtswecy.livedrive.com/item/19d0f5d65ac34830a09f270065f20f02,0,0,1,0,0,220,5990,phishing
https://smartenergysolutions.co.nz/,0,0,1,1,0,0,-1,legitimate
https://www.tiendeo.us/Stores/colorado-springs-CO/save-a-lot,0,0,1,0,0,271,-1,legitimate
https://sites.google.com/site/libretyreserve/,1,0,1,1,0,2973,8349,phishing
http://xn--wellness-rhn-fjb.de/wp-content/logo/Whatsapp/,0,0,1,1,0,0,-1,phishing
http://matbetgir1.blogspot.com,1,0,1,0,0,374,7295,phishing
http://www.gioielleriaroberti.it/blog/profile/,0,0,1,0,0,287,2269,phishing
https://www.cloudflare.com/dns/dnssec/how-dnssec-works/,0,0,0,1,0,1302,4175,legitimate
http://wiki.osdev.org/File_Systems,0,0,0,0,0,29,7276,legitimate
https://print-mara.firebaseapp.com,0,0,1,1,0,84,2837,phishing
http://connxupdate.be/myebranch.iccu.com/Idaho%20Central%20Credit%20Union.php,0,0,1,1,1,0,2,phishing
http://www.theclimatemakers.com/downloader/Maged/Account_update.htm,0,0,1,0,0,82,284,phishing
http://searchmanufacturingerp.techtarget.com/definition/computer-numerical-control-CNC,0,0,1,0,0,131,7617,legitimate
http://honda4fun.com/plugins/Oregonstate.html,0,0,1,0,0,293,-1,phishing
http://belizetourguides.com/libraries/windwalker/vendor/asika/joomla-console/Joomla/Console/Tests/Output/gm_css_monitor/shop_content.php/suh/urhwb/?return=sqtskuh10590n,0,0,1,0,0,11,1838,phishing
https://twitter.com/nbc4i,1,0,1,0,0,181,7490,legitimate
https://masterclimaespecialistas.com.br/wp-includes/off2/pod.php?warp=020202,0,0,1,0,0,79,-1,phishing
http://dic.academic.ru/dic.nsf/ruwiki/233279,0,0,1,1,0,149,7158,legitimate
http://geehee1.000webhostapp.com/,0,0,1,1,0,645,1546,phishing
https://www.gtc.edu/,0,0,1,1,0,0,6772,legitimate
http://test103126.test-account.com/AT&T-Login.htm,0,0,1,0,0,303,6636,phishing
http://mail.pwsportal.nl/~u43730p39181/pki-validation,0,0,1,0,0,0,1426,phishing
